DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
68;201;Masevaux-Niederbruck;68;233;Niederbruck;418;9;427
68;240;Illtal;68;240;Oberdorf;593;7;600
68;143;Porte du Ried;68;272;Riedwihr;382;9;391
68;162;Kaysersberg Vignoble;68;310;Sigolsheim;1260;28;1288
68;219;Le Haut Soultzbach;68;314;Soppe-le-Haut;544;11;555
68;320;Spechbach;68;319;Spechbach-le-Bas;697;27;724
68;320;Spechbach;68;320;Spechbach-le-Haut;655;19;674
69;135;Deux-Grosnes;69;015;Avenas;125;7;132
69;019;Belleville-en-Beaujolais;69;019;Belleville;8198;182;8380
69;024;Val d'Oingt;69;024;Bois-d'Oingt;2554;60;2614
69;248;Thizy-les-Bourgs;69;025;Bourg-de-Thizy;2465;44;2509
69;248;Thizy-les-Bourgs;69;041;Chapelle-de-Mardore;222;4;226
69;179;Beauvallon;69;048;Chassagny;1311;34;1345
69;066;Cours;69;066;Cours-la-Ville;3617;70;3687
69;157;Vindry-sur-Turdine;69;073;Dareizé;550;7;557
69;159;Porte des Pierres Dorées;69;101;Jarnioux;702;13;715
69;159;Porte des Pierres Dorées;69;114;Liergues;2147;55;2202
69;248;Thizy-les-Bourgs;69;128;Mardore;495;5;500
69;248;Thizy-les-Bourgs;69;129;Marnand;595;11;606
69;135;Deux-Grosnes;69;135;Monsols;913;17;930
69;208;Saint-Germain-Nuelles;69;144;Nuelles;691;20;711
69;024;Val d'Oingt;69;146;Oingt;667;20;687
69;157;Vindry-sur-Turdine;69;147;Olmes;829;12;841
69;135;Deux-Grosnes;69;150;Ouroux;334;21;355
69;066;Cours;69;158;Pont-Trambouze;424;7;431
69;157;Vindry-sur-Turdine;69;157;Pontcharra-sur-Turdine;2764;41;2805
69;159;Porte des Pierres Dorées;69;159;Pouilly-le-Monial;992;23;1015
69;179;Beauvallon;69;179;Saint-Andéol-le-Château;1885;23;1908
69;135;Deux-Grosnes;69;185;Saint-Christophe;227;1;228
69;228;Chabanière;69;195;Saint-Didier-sous-Riverie;1277;22;1299
69;208;Saint-Germain-Nuelles;69;208;Saint-Germain-sur-l'Arbresle;1573;40;1613
69;135;Deux-Grosnes;69;210;Saint-Jacques-des-Arrêts;119;3;122
69;019;Belleville-en-Beaujolais;69;211;Saint-Jean-d'Ardières;4859;91;4950
69;179;Beauvallon;69;213;Saint-Jean-de-Touslas;865;17;882
69;024;Val d'Oingt;69;222;Saint-Laurent-d'Oingt;867;23;890
69;255;Vaugneray;69;221;Saint-Laurent-de-Vaux;273;12;285
69;157;Vindry-sur-Turdine;69;223;Saint-Loup;1091;27;1118
69;135;Deux-Grosnes;69;224;Saint-Mamert;73;3;76
69;228;Chabanière;69;228;Saint-Maurice-sur-Dargoire;2358;50;2408
69;228;Chabanière;69;237;Saint-Sorlin;577;21;598
69;066;Cours;69;247;Thel;338;3;341
69;248;Thizy-les-Bourgs;69;248;Thizy;2250;62;2312
69;135;Deux-Grosnes;69;251;Trades;118;1;119
69;255;Vaugneray;69;255;Vaugneray;5623;96;5719
70;059;Beaumotte-Aubertans;70;033;Aubertans;120;4;124
70;101;Broye-Aubigney-Montseugny;70;034;Aubigney;89;0;89
70;373;La Roche-Morey;70;068;Betoncourt-les-Ménétriers;49;1;50
70;285;Héricourt;70;108;Bussurel;748;5;753
70;122;Champlitte;70;123;Champlitte-la-Ville;68;2;70
70;492;Soing-Cubry-Charentenay;70;131;Charentenay;107;1;108
70;283;Haut-du-Them-Château-Lambert;70;139;Château-Lambert;16;0;16
70;477;Saulnot;70;173;Corcelles;69;1;70
70;492;Soing-Cubry-Charentenay;70;191;Cubry-lès-Soing;90;2;92
70;528;Velesmes-Échevanne;70;209;Échevanne;97;0;97
70;031;Athesans-Étroitefontaine;70;223;Étroitefontaine;26;2;28
70;447;Rioz;70;241;Fontenis;96;4;100
70;245;Fougerolles-Saint-Valbert;70;245;Fougerolles;3565;121;3686
70;247;Fouvent-Saint-Andoche;70;246;Fouvent-le-Bas;93;1;94
70;418;La Romaine;70;281;Greucourt;77;0;77
70;122;Champlitte;70;300;Leffond;123;1;124
70;122;Champlitte;70;333;Margilley;107;1;108
70;489;Servance-Miellin;70;345;Miellin;65;1;66
70;487;Senargent-Mignafans;70;346;Mignafans;62;0;62
70;122;Champlitte;70;354;Montarlot-lès-Champlitte;88;3;91
70;101;Broye-Aubigney-Montseugny;70;370;Montseugny;101;1;102
70;122;Champlitte;70;382;Neuvelle-lès-Champlitte;111;1;112
70;292;Jussey;70;391;Noroy-lès-Jussey;52;0;52
70;418;La Romaine;70;418;Pont-de-Planches;245;4;249
70;058;Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur;70;434;Quitteur;105;3;108
70;247;Fouvent-Saint-Andoche;70;458;Saint-Andoche;46;1;47
70;373;La Roche-Morey;70;465;Saint-Julien;131;1;132
70;245;Fougerolles-Saint-Valbert;70;475;Saint-Valbert;239;2;241
70;489;Servance-Miellin;70;489;Servance;738;5;743
70;285;Héricourt;70;497;Tavey;498;7;505
70;418;La Romaine;70;551;Vezet;193;0;193
70;045;Avrigney-Virey;70;570;Virey;57;0;57
71;134;Navour-sur-Grosne;71;055;Brandon;316;10;326
71;134;Navour-sur-Grosne;71;134;Clermain;231;6;237
71;582;Vineuse sur Fregande;71;180;Donzy-le-National;223;8;231
71;270;Mâcon;71;260;Loché;261;3;264
71;279;Le Rousset-Marizy;71;279;Marizy;410;12;422
71;582;Vineuse sur Fregande;71;288;Massy;67;1;68
71;134;Navour-sur-Grosne;71;304;Montagny-sur-Grosne;113;5;118
71;279;Le Rousset-Marizy;71;375;Rousset;224;7;231
71;270;Mâcon;71;432;Saint-Jean-le-Priche;416;6;422
71;270;Mâcon;71;511;Sennecé-lès-Mâcon;1316;28;1344
71;582;Vineuse sur Fregande;71;582;Vineuse;282;8;290
71;582;Vineuse sur Fregande;71;587;Vitry-lès-Cluny;82;1;83
72;023;Ballon-Saint Mars;72;023;Ballon;1379;17;1396
72;025;Bazouges Cré sur Loir;72;025;Bazouges-sur-le-Loir;1232;37;1269
72;262;Loir en Vallée;72;063;Chapelle-Gaugain;287;5;292
72;137;Villeneuve-en-Perseigne;72;069;Chassé;176;3;179
72;071;Montval-sur-Loir;72;071;Château-du-Loir;4567;205;4772
72;080;Cherré-Au;72;080;Cherré;1770;60;1830
72;080;Cherré-Au;72;081;Cherreau;938;19;957
72;308;Saint-Paterne - Le Chevain;72;082;Chevain;572;8;580
72;138;Fresnay-sur-Sarthe;72;097;Coulombiers;473;8;481
72;025;Bazouges Cré sur Loir;72;108;Cré-sur-Loir;789;19;808
72;189;Marolles-les-Braults;72;116;Dissé-sous-Ballon;143;2;145
72;176;Lude;72;117;Dissé-sous-le-Lude;539;14;553
72;128;Val-d'Étangson;72;128;Évaillé;354;5;359
72;138;Fresnay-sur-Sarthe;72;138;Fresnay-sur-Sarthe;1903;25;1928
72;137;Villeneuve-en-Perseigne;72;137;Fresnaye-sur-Chédouet;920;16;936
72;262;Loir en Vallée;72;159;Lavenay;343;8;351
72;137;Villeneuve-en-Perseigne;72;162;Lignières-la-Carelle;374;7;381
72;176;Lude;72;176;Lude;3628;57;3685
72;189;Marolles-les-Braults;72;189;Marolles-les-Braults;2014;25;2039
72;071;Montval-sur-Loir;72;203;Montabon;721;26;747
72;137;Villeneuve-en-Perseigne;72;207;Montigny;27;1;28
72;262;Loir en Vallée;72;240;Poncé-sur-le-Loir;323;5;328
72;137;Villeneuve-en-Perseigne;72;258;Roullée;237;2;239
72;262;Loir en Vallée;72;262;Ruillé-sur-Loir;1218;156;1374
72;138;Fresnay-sur-Sarthe;72;284;Saint-Germain-sur-Sarthe;539;13;552
72;363;Tuffé Val de la Chéronne;72;288;Saint-Hilaire-le-Lierru;131;2;133
72;023;Ballon-Saint Mars;72;301;Saint-Mars-sous-Ballon;871;13;884
72;308;Saint-Paterne - Le Chevain;72;308;Saint-Paterne;1541;220;1761
72;137;Villeneuve-en-Perseigne;72;318;Saint-Rigomer-des-Bois;452;9;461
72;128;Val-d'Étangson;72;304;Sainte-Osmane;177;0;177
72;363;Tuffé Val de la Chéronne;72;363;Tuffé;1526;14;1540
72;071;Montval-sur-Loir;72;384;Vouvray-sur-Loir;781;15;796
73;212;Val-d'Arc;73;002;Aiguebelle;1190;13;1203
73;003;Grand-Aigueblanche;73;003;Aigueblanche;3213;96;3309
73;006;Aime-la-Plagne;73;006;Aime;3641;91;3732
73;010;Entrelacs;73;010;Albens;3895;73;3968
73;261;Saint-Michel-de-Maurienne;73;035;Beaune;52;1;53
73;150;La Plagne Tarentaise;73;038;Bellentre;891;25;916
73;003;Grand-Aigueblanche;73;045;Bois;394;12;406
73;187;Léchère;73;046;Bonneval;105;0;105
73;290;Val-Cenis;73;056;Bramans;444;8;452
73;187;Léchère;73;060;Celliers;41;1;42
73;010;Entrelacs;73;062;Cessens;460;11;471
73;135;Tour-en-Maurienne;73;080;Châtel;189;5;194
73;150;La Plagne Tarentaise;73;093;Côte-d'Aime;914;41;955
73;187;Léchère;73;102;Doucy;385;17;402
73;010;Entrelacs;73;108;Épersy;399;16;415
73;215;Valgelon-La Rochette;73;111;Étable;403;10;413
73;187;Léchère;73;112;Feissons-sur-Isère;582;13;595
73;284;Salins-Fontaine;73;115;Fontaine-le-Puits;123;6;129
73;151;Porte-de-Savoie;73;118;Francin;1035;26;1061
73;006;Aime-la-Plagne;73;126;Granier;355;9;364
73;236;Saint-Genix-les-Villages;73;127;Gresin;351;7;358
73;135;Tour-en-Maurienne;73;135;Hermillon;592;16;608
73;290;Val-Cenis;73;143;Lanslebourg-Mont-Cenis;617;13;630
73;290;Val-Cenis;73;144;Lanslevillard;479;6;485
73;150;La Plagne Tarentaise;73;150;Mâcot-la-Plagne;1702;56;1758
73;151;Porte-de-Savoie;73;151;Marches;2682;60;2742
73;010;Entrelacs;73;158;Mognard;409;13;422
73;235;Saint François Longchamp;73;163;Montaimont;137;3;140
73;235;Saint François Longchamp;73;167;Montgellafrey;87;0;87
73;006;Aime-la-Plagne;73;169;Montgirod;490;10;500
73;013;Albiez-Montrond;73;174;Montrond;37;0;37
73;187;Léchère;73;185;Naves;112;1;113
73;187;Léchère;73;187;Notre-Dame-de-Briançon;484;8;492
73;227;Courchevel;73;198;Perrière;498;13;511
73;187;Léchère;73;199;Petit-Cœur;586;8;594
73;135;Tour-en-Maurienne;73;203;Pontamafrey-Montpascal;296;5;301
73;187;Léchère;73;209;Pussy;339;8;347
73;212;Val-d'Arc;73;212;Randens;822;16;838
73;215;Valgelon-La Rochette;73;215;Rochette;3747;90;3837
73;227;Courchevel;73;227;Saint-Bon-Tarentaise;1864;60;1924
73;235;Saint François Longchamp;73;235;Saint-François-Longchamp;321;3;324
73;236;Saint-Genix-les-Villages;73;236;Saint-Genix-sur-Guiers;2361;53;2414
73;010;Entrelacs;73;238;Saint-Germain-la-Chambotte;505;13;518
73;010;Entrelacs;73;239;Saint-Girod;622;15;637
73;257;Belleville;73;244;Saint-Jean-de-Belleville;539;14;553
73;257;Belleville;73;257;Saint-Martin-de-Belleville;2640;90;2730
73;236;Saint-Genix-les-Villages;73;260;Saint-Maurice-de-Rotherens;212;6;218
73;263;Saint-Offenge;73;263;Saint-Offenge-Dessous;787;17;804
73;263;Saint-Offenge;73;264;Saint-Offenge-Dessus;333;4;337
73;003;Grand-Aigueblanche;73;266;Saint-Oyen;211;3;214
73;284;Salins-Fontaine;73;284;Salins-les-Thermes;886;13;899
73;290;Val-Cenis;73;287;Sollières-Sardières;170;4;174
73;290;Val-Cenis;73;290;Termignon;351;7;358
73;261;Saint-Michel-de-Maurienne;73;295;Thyl;35;0;35
73;150;La Plagne Tarentaise;73;305;Valezan;198;4;202
73;257;Belleville;73;321;Villarlurin;324;13;337
74;010;Annecy;74;010;Annecy;54145;1381;55526
74;010;Annecy;74;011;Annecy-le-Vieux;21390;699;22089
74;282;Fillière;74;022;Aviernoz;878;29;907
74;167;Val de Chaise;74;084;Cons-Sainte-Colombe;390;10;400
74;010;Annecy;74;093;Cran-Gevrier;18330;421;18751
74;220;Reignier-Ésery;74;113;Ésery;605;8;613
74;185;Monnetier-Mornex;74;115;Esserts-Salève;560;11;571
74;282;Fillière;74;120;Évires;1456;35;1491
74;123;Faverges-Seythenex;74;123;Faverges;6943;214;7157
74;167;Val de Chaise;74;167;Marlens;983;14;997
74;010;Annecy;74;182;Meythet;8327;138;8465
74;275;Talloires-Montmin;74;187;Montmin;330;3;333
74;282;Fillière;74;204;Ollières;1042;18;1060
74;010;Annecy;74;217;Pringy;4412;141;4553
74;282;Fillière;74;245;Saint-Martin-Bellevue;2732;77;2809
74;010;Annecy;74;268;Seynod;21595;502;22097
74;123;Faverges-Seythenex;74;270;Seythenex;665;22;687
74;275;Talloires-Montmin;74;275;Talloires;1641;65;1706
74;282;Fillière;74;282;Thorens-Glières;3223;74;3297
76;020;Anneville-Ambourville;76;003;Ambourville;189;3;192
76;618;Petit-Caux;76;027;Assigny;382;5;387
76;476;Port-Jérôme-sur-Seine;76;031;Auberville-la-Campagne;642;12;654
76;034;Val-de-Scie;76;034;Auffay;1852;15;1867
76;618;Petit-Caux;76;037;Auquemesnil;260;3;263
76;041;Hauts-de-Caux;76;041;Autretot;649;17;666
76;258;Terres-de-Caux;76;044;Auzouville-Auberbosc;301;6;307
76;618;Petit-Caux;76;073;Belleville-sur-Mer;1026;24;1050
76;258;Terres-de-Caux;76;078;Bennetot;182;2;184
76;258;Terres-de-Caux;76;080;Bermonville;490;15;505
76;618;Petit-Caux;76;081;Berneval-le-Grand;1415;28;1443
76;289;Saint Martin de l'If;76;089;Betteville;561;8;569
76;618;Petit-Caux;76;098;Biville-sur-Mer;844;17;861
76;146;Buchy;76;127;Bosc-Roger-sur-Buchy;755;13;768
76;618;Petit-Caux;76;137;Bracquemont;854;32;886
76;618;Petit-Caux;76;145;Brunville;248;2;250
76;146;Buchy;76;146;Buchy;1496;85;1581
76;164;Rives-en-Seine;76;164;Caudebec-en-Caux;2302;35;2337
76;034;Val-de-Scie;76;191;Cressy;295;3;298
76;618;Petit-Caux;76;215;Derchigny;587;12;599
76;146;Buchy;76;248;Estouteville-Écalles;574;2;576
76;258;Terres-de-Caux;76;258;Fauville-en-Caux;2305;73;2378
76;289;Saint Martin de l'If;76;267;Folletière;85;3;88
76;276;Forges-les-Eaux;76;276;Forges-les-Eaux;3318;184;3502
76;276;Forges-les-Eaux;76;277;Fossé;495;14;509
76;289;Saint Martin de l'If;76;289;Fréville;951;10;961
76;618;Petit-Caux;76;301;Glicourt;269;2;271
76;618;Petit-Caux;76;310;Gouchaupre;195;2;197
76;618;Petit-Caux;76;326;Greny;123;2;125
76;618;Petit-Caux;76;337;Guilmécourt;415;6;421
76;618;Petit-Caux;76;376;Intraville;313;6;319
76;401;Arelaune-en-Seine;76;401;Mailleraye-sur-Seine;1940;32;1972
76;289;Saint Martin de l'If;76;444;Mont-de-l'If;116;3;119
76;217;Dieppe;76;466;Neuville-lès-Dieppe;9616;124;9740
76;476;Port-Jérôme-sur-Seine;76;476;Notre-Dame-de-Gravenchon;8744;152;8896
76;618;Petit-Caux;76;496;Penly;495;5;500
76;258;Terres-de-Caux;76;525;Ricarville;307;4;311
76;351;Le Havre;76;539;Rouelles;3066;21;3087
76;618;Petit-Caux;76;618;Saint-Martin-en-Campagne;1231;42;1273
76;401;Arelaune-en-Seine;76;625;Saint-Nicolas-de-Bliquetuit;609;13;622
76;258;Terres-de-Caux;76;639;Saint-Pierre-Lavis;304;7;311
76;618;Petit-Caux;76;643;Saint-Quentin-au-Bosc;108;0;108
76;164;Rives-en-Seine;76;659;Saint-Wandrille-Rançon;1210;20;1230
76;258;Terres-de-Caux;76;607;Sainte-Marguerite-sur-Fauville;278;4;282
76;034;Val-de-Scie;76;674;Sévis;398;4;402
76;618;Petit-Caux;76;696;Tocqueville-sur-Eu;216;4;220
76;476;Port-Jérôme-sur-Seine;76;701;Touffreville-la-Cable;416;9;425
76;618;Petit-Caux;76;704;Tourville-la-Chapelle;609;10;619
76;476;Port-Jérôme-sur-Seine;76;713;Triquerville;355;10;365
76;041;Hauts-de-Caux;76;729;Veauville-lès-Baons;714;19;733
76;164;Rives-en-Seine;76;742;Villequier;691;11;702
77;433;Beautheil-Saints;77;028;Beautheil;663;16;679
77;316;Moret-Loing-et-Orvanne;77;166;Écuelles;2349;97;2446
77;316;Moret-Loing-et-Orvanne;77;170;Épisy;607;3;610
77;262;Louan-Villegruis-Fontaine;77;189;Fontaine-sous-Montaiguillon;92;5;97
77;175;Évry-Grégy-sur-Yerre;77;213;Grégy-sur-Yerre;471;1;472
77;316;Moret-Loing-et-Orvanne;77;299;Montarlot;270;4;274
77;316;Moret-Loing-et-Orvanne;77;316;Moret-sur-Loing;4188;107;4295
77;093;La Chapelle-Moutils;77;324;Moutils;133;1;134
77;264;Lumigny-Nesles-Ormeaux;77;334;Nesles;554;9;563
77;264;Lumigny-Nesles-Ormeaux;77;346;Ormeaux;393;4;397
77;010;Aubepierre-Ozouer-le-Repos;77;351;Ozouer-le-Repos;377;3;380
77;261;Lorrez-le-Bocage-Préaux;77;375;Préaux;115;1;116
77;504;Villemaréchal;77;399;Saint-Ange-le-Viel;232;3;235
77;433;Beautheil-Saints;77;433;Saints;1329;18;1347
77;316;Moret-Loing-et-Orvanne;77;491;Veneux-les-Sablons;4696;118;4814
77;421;Saint-Mars-Vieux-Maisons;77;497;Vieux-Maisons;99;2;101
77;031;Bernay-Vilbert;77;499;Vilbert;323;2;325
77;020;Bannost-Villegagnon;77;502;Villegagnon;198;3;201
77;504;Villemaréchal;77;504;Villemaréchal;873;14;887
78;158;Chesnay-Rocquencourt;78;158;Chesnay;27683;588;28271
78;551;Saint-Germain-en-Laye;78;251;Fourqueux;3944;196;4140
78;320;Notre-Dame-de-la-Mer;78;320;Jeufosse;408;11;419
78;320;Notre-Dame-de-la-Mer;78;503;Port-Villez;262;3;265
78;158;Chesnay-Rocquencourt;78;524;Rocquencourt;3623;53;3676
78;551;Saint-Germain-en-Laye;78;551;Saint-Germain-en-Laye;40806;1653;42459
79;185;Aigondigné;79;004;Aigonnay;634;21;655
79;005;Airvault;79;005;Airvault;2202;31;2233
79;136;Alloinay;79;006;Alleuds;286;5;291
79;014;Loretz-d'Argenton;79;014;Argenton-l'Église;1397;18;1415
79;013;Argentonnay;79;013;Argenton-les-Vallées;1578;56;1634
79;014;Loretz-d'Argenton;79;026;Bagneux;218;3;221
79;083;Chef-Boutonne;79;027;Bataille;75;0;75
79;049;Bressuire;79;028;Beaulieu-sous-Bressuire;896;25;921
79;030;Beaussais-Vitré;79;030;Beaussais;440;8;448
79;078;Plaine-d'Argenson;79;033;Belleville;130;2;132
79;077;Beugnon-Thireuil;79;035;Beugnon;283;2;285
79;078;Plaine-d'Argenson;79;039;Boisserolles;47;1;48
79;005;Airvault;79;041;Borcq-sur-Airvault;270;6;276
79;014;Loretz-d'Argenton;79;043;Bouillé-Loretz;1022;15;1037
79;063;Val en Vignes;79;044;Bouillé-Saint-Paul;384;70;454
79;179;Moncoutant-sur-Sèvre;79;051;Breuil-Bernard;535;14;549
79;049;Bressuire;79;052;Breuil-Chaussée;1005;38;1043
79;013;Argentonnay;79;053;Breuil-sous-Argenton;479;8;487
79;196;Plaine-et-Vallées;79;054;Brie;167;2;169
79;061;Celles-sur-Belle;79;061;Celles-sur-Belle;2495;30;2525
79;063;Val en Vignes;79;063;Cersay;775;15;790
79;064;Fontivillié;79;064;Chail;495;17;512
79;049;Bressuire;79;065;Chambroutet;511;14;525
79;105;Châteliers;79;068;Chantecorps;318;6;324
79;013;Argentonnay;79;072;Chapelle-Gaudin;264;6;270
79;079;Mauléon;79;073;Chapelle-Largeau;1037;17;1054
79;179;Moncoutant-sur-Sèvre;79;075;Chapelle-Saint-Étienne;327;6;333
79;077;Beugnon-Thireuil;79;077;Chapelle-Thireuil;447;8;455
79;083;Chef-Boutonne;79;083;Chef-Boutonne;2056;112;2168
79;049;Bressuire;79;093;Clazay;707;15;722
79;217;Prailles-La Couarde;79;098;Couarde;272;3;275
79;013;Argentonnay;79;099;Coudre;233;8;241
79;105;Châteliers;79;105;Coutières;157;3;160
79;083;Chef-Boutonne;79;107;Crézières;40;0;40
79;280;Saint Maurice Étusson;79;113;Étusson;334;5;339
79;016;Assais-les-Jumeaux;79;143;Jumeaux;282;4;286
79;079;Mauléon;79;155;Loublande;919;23;942
79;063;Val en Vignes;79;168;Massais;613;11;624
79;329;Thouars;79;171;Mauzé-Thouarsais;2120;38;2158
79;174;Melle;79;173;Mazières-sur-Béronne;386;16;402
79;174;Melle;79;174;Melle;3525;236;3761
79;329;Thouars;79;178;Missé;820;21;841
79;179;Moncoutant-sur-Sèvre;79;179;Moncoutant;3161;134;3295
79;061;Celles-sur-Belle;79;181;Montigné;286;2;288
79;123;La Forêt-sur-Sèvre;79;182;Montigny;610;10;620
79;185;Aigondigné;79;185;Mougon;2073;71;2144
79;079;Mauléon;79;186;Moulins;692;14;706
79;013;Argentonnay;79;187;Moutiers-sous-Argenton;576;9;585
79;179;Moncoutant-sur-Sèvre;79;188;Moutiers-sous-Chantemerle;592;12;604
79;049;Bressuire;79;192;Noirlieu;364;7;371
79;049;Bressuire;79;193;Noirterre;1002;25;1027
79;196;Plaine-et-Vallées;79;196;Oiron;902;18;920
79;174;Melle;79;199;Paizay-le-Tort;474;14;488
79;217;Prailles-La Couarde;79;217;Prailles;678;19;697
79;334;Val-du-Mignon;79;219;Priaires;117;0;117
79;179;Moncoutant-sur-Sèvre;79;222;Pugny;230;6;236
49;099;Cholet;79;224;Puy-Saint-Bonnet;2058;59;2117
79;123;La Forêt-sur-Sèvre;79;232;Ronde;433;13;446
79;079;Mauléon;79;233;Rorthais;765;13;778
79;079;Mauléon;79;237;Saint-Aubin-de-Baubigné;1416;32;1448
79;078;Plaine-d'Argenson;79;247;Saint-Étienne-la-Cigogne;159;2;161
79;196;Plaine-et-Vallées;79;260;Saint-Jouin-de-Marnes;572;9;581
79;179;Moncoutant-sur-Sèvre;79;261;Saint-Jouin-de-Milly;201;4;205
79;174;Melle;79;264;Saint-Léger-de-la-Martinière;947;45;992
79;123;La Forêt-sur-Sèvre;79;272;Saint-Marsault;521;11;532
79;122;Fontenille-Saint-Martin-d'Entraigues;79;275;Saint-Martin-d'Entraigues;199;0;199
79;174;Melle;79;279;Saint-Martin-lès-Melle;868;18;886
79;280;Saint Maurice Étusson;79;280;Saint-Maurice-la-Fougereuse;543;9;552
79;061;Celles-sur-Belle;79;282;Saint-Médard;106;1;107
79;285;Saint-Pardoux-Soutiers;79;285;Saint-Pardoux;1604;37;1641
79;063;Val en Vignes;79;288;Saint-Pierre-à-Champ;282;5;287
79;049;Bressuire;79;296;Saint-Sauveur;1587;48;1635
79;185;Aigondigné;79;240;Sainte-Blandine;744;17;761
79;329;Thouars;79;292;Sainte-Radegonde;1818;36;1854
79;064;Fontivillié;79;314;Sompt;359;7;366
79;005;Airvault;79;317;Soulièvres;519;4;523
79;285;Saint-Pardoux-Soutiers;79;318;Soutiers;265;5;270
79;196;Plaine-et-Vallées;79;321;Taizé-Maulais;758;24;782
79;079;Mauléon;79;323;Temple;483;6;489
79;049;Bressuire;79;324;Terves;2617;246;2863
79;005;Airvault;79;325;Tessonnière;300;6;306
79;185;Aigondigné;79;327;Thorigné;1252;35;1287
79;334;Val-du-Mignon;79;328;Thorigny-sur-le-Mignon;95;1;96
79;083;Chef-Boutonne;79;330;Tillou;337;7;344
79;013;Argentonnay;79;333;Ulcot;59;2;61
79;334;Val-du-Mignon;79;334;Usseau;869;21;890
79;061;Celles-sur-Belle;79;344;Verrines-sous-Celles;1019;24;1043
79;030;Beaussais-Vitré;79;353;Vitré;536;47;583
80;436;Hescamps;80;007;Agnières;148;3;151
80;443;Hornoy-le-Bourg;80;111;Boisrault;113;1;114
80;505;Carnoy-Mametz;80;175;Carnoy;104;0;104
80;625;Trois-Rivières;80;209;Contoire;443;4;447
80;554;Molliens-Dreuil;80;257;Dreuil-lès-Molliens;147;1;148
80;557;Estrées-Mons;80;289;Estrées-en-Chaussée;77;3;80
80;295;Étinehem-Méricourt;80;295;Étinehem;375;3;378
80;436;Hescamps;80;363;Frettemolle;107;4;111
80;443;Hornoy-le-Bourg;80;382;Gouy-l'Hôpital;43;1;44
80;703;Saint-Germain-sur-Bresle;80;394;Guémicourt;20;1;21
80;456;Lafresguimont-Saint-Martin;80;398;Guibermesnil;63;1;64
80;625;Trois-Rivières;80;419;Hargicourt;405;2;407
80;406;Hallencourt;80;441;Hocquincourt;112;2;114
80;621;Hypercourt;80;447;Hyencourt-le-Grand;78;1;79
80;456;Lafresguimont-Saint-Martin;80;454;Laboissière-Saint-Martin;51;1;52
80;630;Poix-de-Picardie;80;457;Lahaye-Saint-Romain;275;2;277
80;443;Hornoy-le-Bourg;80;483;Lincheux-Hallivillers;156;5;161
80;245;Domléger-Longvillers;80;492;Longvillers;167;1;168
80;485;Ô-de-Selle;80;485;Lœuilly;817;7;824
80;505;Carnoy-Mametz;80;505;Mametz;183;4;187
80;509;Marchélepot-Misery;80;509;Marchélepot;466;6;472
80;222;Crécy-en-Ponthieu;80;510;Marcheville;116;3;119
80;295;Étinehem-Méricourt;80;532;Méricourt-sur-Somme;221;4;225
80;509;Marchélepot-Misery;80;551;Misery;133;0;133
80;456;Lafresguimont-Saint-Martin;80;564;Montmarquet;218;3;221
80;582;Namps-Maisnil;80;581;Namps-au-Mont;188;1;189
80;485;Ô-de-Selle;80;594;Neuville-lès-Lœuilly;129;2;131
80;621;Hypercourt;80;608;Omiécourt;271;1;272
80;623;Piennes-Onvillers;80;610;Onvillers;113;1;114
80;443;Hornoy-le-Bourg;80;612;Orival;211;3;214
80;621;Hypercourt;80;621;Pertain;383;9;392
80;625;Trois-Rivières;80;625;Pierrepont-sur-Avre;671;6;677
80;582;Namps-Maisnil;80;689;Rumaisnil;112;1;113
80;229;Crouy-Saint-Pierre;80;712;Saint-Pierre-à-Gouy;63;1;64
80;443;Hornoy-le-Bourg;80;731;Selincourt;96;1;97
80;436;Hescamps;80;739;Souplicourt;84;0;84
80;582;Namps-Maisnil;80;745;Taisnil;315;3;318
80;485;Ô-de-Selle;80;761;Tilloy-lès-Conty;245;0;245
80;443;Hornoy-le-Bourg;80;768;Tronchoy;224;4;228
80;211;Conty;80;816;Wailly;163;0;163
80;406;Hallencourt;80;817;Wanel;141;1;142
81;262;Saint-Marcel-Campes;81;057;Campes;101;0;101
81;062;Fontrieu;81;062;Castelnau-de-Brassac;733;17;750
81;062;Fontrieu;81;091;Ferrières;157;1;158
81;218;Puygouzon;81;113;Labastide-Dénat;419;7;426
81;062;Fontrieu;81;153;Margnès;50;0;50
81;233;Terre-de-Bancalié;81;226;Ronel;333;4;337
81;233;Terre-de-Bancalié;81;233;Roumégoux;262;4;266
81;233;Terre-de-Bancalié;81;241;Saint-Antonin-de-Lacalm;279;2;281
81;233;Terre-de-Bancalié;81;260;Saint-Lieux-Lafenasse;458;9;467
81;233;Terre-de-Bancalié;81;296;Terre-Clapier;261;6;267
81;233;Terre-de-Bancalié;81;301;Travet;121;2;123
85;008;Aubigny-Les Clouzeaux;85;008;Aubigny;3881;57;3938
85;009;Auchay-sur-Vendée;85;009;Auzay;672;15;687
85;019;Bellevigny;85;019;Belleville-sur-Vie;3995;92;4087
85;146;Montaigu-Vendée;85;027;Boufféré;3430;87;3517
85;084;Essarts en Bocage;85;030;Boulogne;972;12;984
85;213;Rives de l'Yon;85;043;Chaillé-sous-les-Ormeaux;1347;24;1371
85;009;Auchay-sur-Vendée;85;044;Chaix;471;8;479
